14043	9070	770.0	0.29	0.54375	1.5554	3.829	0.0	6	0	0
9069	14043	770.0	0.15	0.28125	1.5554	3.829	0.0	6	0	0
1088	10930	9999.0	0.44	6.6	0.0	0.0	0.0	11	0	0
10930	1088	9999.0	0.44	6.6	0.0	0.0	0.0	11	0	0
774	79999	9999.0	14.5	217.5	0.0	0.0	0.0	11	0	0
79999	774	9999.0	14.5	217.5	0.0	0.0	0.0	11	0	0
776	79999	9999.0	29.82	447.3	0.0	0.0	0.0	11	0	0
79999	776	9999.0	29.82	447.3	0.0	0.0	0.0	11	0	0
277	27322	9999.0	0.21	3.15	0.0	0.0	0.0	11	0	0
27322	277	9999.0	0.21	3.15	0.0	0.0	0.0	11	0	0
14043	9070	770.0	0.29	0.54375	1.5554	3.829	0.0	6	0	0
117	27707	9999.0	0.06	0.8999999999999999	0.0	0.0	0.0	11	0	0
27707	117	9999.0	0.06	0.8999999999999999	0.0	0.0	0.0	11	0	0
674	27037	9999.0	0.22	0.4125	0.0	0.0	0.0	11	0	0
27037	674	9999.0	0.22	0.4125	0.0	0.0	0.0	11	0	0
663	26874	9999.0	0.91	1.70625	0.0	0.0	0.0	11	0	0
26874	663	9999.0	0.91	1.70625	0.0	0.0	0.0	11	0	0
656	12714	9999.0	0.04	0.6	0.0	0.0	0.0	11	0	0
12714	656	9999.0	0.04	0.6	0.0	0.0	0.0	11	0	0
680	40788	9999.0	0.51	7.65	0.0	0.0	0.0	11	0	0
40788	680	9999.0	0.51	7.65	0.0	0.0	0.0	11	0	0
218	13597	9999.0	0.2	3.0	0.0	0.0	0.0	11	0	0
13597	218	9999.0	0.2	3.0	0.0	0.0	0.0	11	0	0
217	15520	9999.0	0.22	3.3	0.0	0.0	0.0	11	0	0
15520	217	9999.0	0.22	3.3	0.0	0.0	0.0	11	0	0
273	7033	9999.0	0.13	1.95	0.0	0.0	0.0	11	0	0
7033	273	9999.0	0.13	1.95	0.0	0.0	0.0	11	0	0
270	27414	9999.0	0.06	0.8999999999999999	0.0	0.0	0.0	11	0	0
27414	270	9999.0	0.06	0.8999999999999999	0.0	0.0	0.0	11	0	0
270	27413	9999.0	0.08	1.2	0.0	0.0	0.0	11	0	0
27413	270	9999.0	0.08	1.2	0.0	0.0	0.0	11	0	0
275	27322	9999.0	0.3	4.5	0.0	0.0	0.0	11	0	0
27322	275	9999.0	0.3	4.5	0.0	0.0	0.0	11	0	0
165	27402	9999.0	0.13	1.95	0.0	0.0	0.0	11	0	0
27402	165	9999.0	0.13	1.95	0.0	0.0	0.0	11	0	0
170	9950	9999.0	0.16	2.4	0.0	0.0	0.0	11	0	0
9950	170	9999.0	0.16	2.4	0.0	0.0	0.0	11	0	0
196	10292	9999.0	0.13	0.1902439024390244	0.0	0.0	0.0	11	0	0
10292	196	9999.0	0.13	0.1902439024390244	0.0	0.0	0.0	11	0	0
207	15725	9999.0	0.27	4.050000000000001	0.0	0.0	0.0	11	0	0
15725	207	9999.0	0.27	4.050000000000001	0.0	0.0	0.0	11	0	0
207	15730	9999.0	0.34	5.1000000000000005	0.0	0.0	0.0	11	0	0
15730	207	9999.0	0.34	5.1000000000000005	0.0	0.0	0.0	11	0	0
165	7997	9999.0	0.13	1.95	0.0	0.0	0.0	11	0	0
7997	165	9999.0	0.13	1.95	0.0	0.0	0.0	11	0	0
211	27406	9999.0	0.26	3.9	0.0	0.0	0.0	11	0	0
27406	211	9999.0	0.26	3.9	0.0	0.0	0.0	11	0	0
164	6906	9999.0	0.08	1.2	0.0	0.0	0.0	11	0	0
6906	164	9999.0	0.08	1.2	0.0	0.0	0.0	11	0	0
164	6905	9999.0	0.26	3.9	0.0	0.0	0.0	11	0	0
6905	164	9999.0	0.26	3.9	0.0	0.0	0.0	11	0	0
163	6925	9999.0	0.32	4.8	0.0	0.0	0.0	11	0	0
6925	163	9999.0	0.32	4.8	0.0	0.0	0.0	11	0	0
163	9968	9999.0	0.36	5.4	0.0	0.0	0.0	11	0	0
9968	163	9999.0	0.36	5.4	0.0	0.0	0.0	11	0	0
163	6918	9999.0	0.06	0.8999999999999999	0.0	0.0	0.0	11	0	0
6918	163	9999.0	0.06	0.8999999999999999	0.0	0.0	0.0	11	0	0
160	7017	9999.0	0.24	3.6	0.0	0.0	0.0	11	0	0
7017	160	9999.0	0.24	3.6	0.0	0.0	0.0	11	0	0
160	15761	9999.0	0.15	2.25	0.0	0.0	0.0	11	0	0
15761	160	9999.0	0.15	2.25	0.0	0.0	0.0	11	0	0
156	27396	9999.0	0.11	1.65	0.0	0.0	0.0	11	0	0
27396	156	9999.0	0.11	1.65	0.0	0.0	0.0	11	0	0
216	6725	9999.0	0.25	3.75	0.0	0.0	0.0	11	0	0
6725	216	9999.0	0.25	3.75	0.0	0.0	0.0	11	0	0
216	6726	9999.0	0.25	3.75	0.0	0.0	0.0	11	0	0
6726	216	9999.0	0.25	3.75	0.0	0.0	0.0	11	0	0
223	13550	9999.0	0.2	3.0	0.0	0.0	0.0	11	0	0
13550	223	9999.0	0.2	3.0	0.0	0.0	0.0	11	0	0
223	6756	9999.0	0.25	3.75	0.0	0.0	0.0	11	0	0
6756	223	9999.0	0.25	3.75	0.0	0.0	0.0	11	0	0
223	13551	9999.0	0.21	3.15	0.0	0.0	0.0	11	0	0
13551	223	9999.0	0.21	3.15	0.0	0.0	0.0	11	0	0
223	13552	9999.0	0.25	3.75	0.0	0.0	0.0	11	0	0
13552	223	9999.0	0.25	3.75	0.0	0.0	0.0	11	0	0
223	13553	9999.0	0.44	6.6	0.0	0.0	0.0	11	0	0
13553	223	9999.0	0.44	6.6	0.0	0.0	0.0	11	0	0
223	13554	9999.0	0.38	5.7	0.0	0.0	0.0	11	0	0
13554	223	9999.0	0.38	5.7	0.0	0.0	0.0	11	0	0
222	6753	9999.0	0.16	2.4	0.0	0.0	0.0	11	0	0
6753	222	9999.0	0.16	2.4	0.0	0.0	0.0	11	0	0
222	13552	9999.0	0.24	3.6	0.0	0.0	0.0	11	0	0
