# carPCU, motoPCU
52.57131377894737,109.42418799999999
240.87165508421052,109.31908999999999
126.50885690526316,123.491118
0.5117143473684211,0.0004999999999999999
44.60727214736842,63.712123999999996
14.263417810526317,21.608766000000006
7.830284231578948,14.657425
48.00707641052632,94.675128
99.59120320000001,140.80852299999998
1.2707160105263158,5.209404000000001
23.124324694736842,42.787733
3.89035392631579,6.266392999999999
36.97841836842106,51.00529900000001
23.496752663157892,29.072935
9.915908747368423,12.466273
17.754764705263167,23.307397999999996
20.953982326315792,16.794027000000003
34.12894154736842,20.661229
33.498218705263156,19.024085999999997
9.661538084210529,5.042591
0.7814149578947369,0.462861
0.41866819999999993,0.16145
0.2118716315789474,0.137033
0.13857555789473686,0.10898100000000004
0.13114244210526316,0.09826
0.2922874210526316,0.15413300000000002
0.2414239157894737,0.151023
1.0962516947368421,0.6540339999999999
5.649780189473684,3.2392499999999997
17.859298252631575,7.781268000000001
8.907277684210527,4.730663
6.186926168421053,3.037311
14.262367021052633,6.285175000000001
6.447190768421053,3.706145
7.813624178947369,5.2157350000000005
3.5862465473684217,1.786534
7.238994115789474,3.0282080000000002
6.107520621052631,4.1221440000000005
10.896331536842109,3.8183350000000003
2.64785614736842,0.7774140000000002
8.13179932631579,4.203367
0.011864736842105263,0.001098
4.04895767368421,1.422536
24.01648647368421,10.337809
15.790579778947368,3.097147
15.207920063157895,4.127820999999999
23.513276747368423,35.733103
12.472439936842104,16.514223
11.029774715789475,12.999220000000001
6.650019042105264,7.121618000000001
1.9071887157894736,0.178209
37.3312866631579,11.497759999999998
9.510630673684211,5.707337
7.012545442105264,7.173908000000001
2.6391933052631575,0.23874499999999999
48.77157090526316,10.214815
11.019298357894737,2.8113900000000003
19.998922736842104,4.0230809999999995
6.200701842105263,4.151414
32.955435421052634,12.02571
14.641730642105264,19.663351
16.20070262105263,12.046940000000001
7.8873482,1.891103
14.826689589473688,7.538654
1.6570496421052634,0.194474
3.5518740631578942,0.408495
4.703724526315789,0.28469999999999995
1.8647411999999999,0.252649
5.294369094736842,0.6047359999999998
3.4061110421052634,0.384768
11.563238810526315,0.545038
6.9723953157894725,0.466588
3.0370765894736835,0.298787
5.756013505263158,0.9987989999999999
10.850252315789474,2.877675
62.91968332631579,10.884951
13.19074554736842,5.350048
12.2119322,5.510183
26.62407017894737,8.321384
24.66132492631579,11.110047
11.168475578947369,4.893046999999999
25.461273547368418,33.941122
5.266450557894737,10.183390000000001
4.169205863157895,1.610977
18.86304571578948,21.00529
5.753614726315789,4.141243
12.551531505263158,30.654306
7.508880831578947,10.323803
13.558876863157897,3.011812
18.739096421052633,4.401514000000001
8.215166957894736,1.779897
6.779142431578947,2.285323
7.184274263157896,4.919346
4.937814736842106,1.9515039999999997
5.096805894736843,18.752201
2.221346547368421,6.06903
2.877610168421053,7.482351999999999
3.0408264000000003,11.859576
1.8587089157894738,1.0833110000000001
8.362119778947367,1.1995109999999998
6.71962172631579,2.440691
4.522535336842106,0.7787450000000001
6.279300305263158,4.445772
9.203948705263159,5.559245
2.320025336842105,1.8061589999999998
4.337495105263157,1.9427089999999998
1.0026681052631579,0.30417
3.3778032,0.5392560000000001
7.296863663157895,0.6423180000000001
0.492685052631579,0.19398899999999997
0.4368682421052632,0.178645
0.17352438947368418,0.133748
3.1738472315789474,0.9688140000000001
0.6993583368421055,0.26918900000000007
0.7108240210526316,0.167649
8.910655421052633,0.20763600000000001
0.007453000000000001,0.0
5.007319484210526,0.507995
1.6303880526315788,0.31358600000000003
3.2242330842105265,1.0889399999999998
5.712604336842106,1.1713719999999999
3.5450996421052636,1.10014
1.2006132210526317,0.376713
8.003282842105264,1.352137
2.952331494736842,0.6339800000000001
11.50353272631579,3.3100899999999993
15.029983231578953,1.1844890000000001
12.279241442105263,1.4814610000000004
7.390158263157895,0.678923
4.995005663157895,2.23677
29.89768653684211,73.860344
75.30637355789476,147.578183
