tailNode	headNode	capacity	length	fft	UE_travelTime	UE_flow
17252	10118	5880.0	0.3	4.5	4.5	0.0
5003	5006	1300.0	4.13	4.13	4.130000166003072	55.50330747811782
5007	5008	1650.0	1.23	2.30625	29.948703917852274	2812.4980328035754
5009	10122	1570.0	0.54	8.100000000000001	8.100000000000001	0.0
5011	5001	1300.0	1.47	1.47	1.4710340145295466	345.3243668523487
5012	8725	1570.0	2.17	2.604	2.6050513573503533	97.60966511599463
5014	5015	1570.0	1.55	1.8599999999999999	1.8599999999999999	0.0
5016	5014	1570.0	6.69	8.028	8.028009548524143	16.60575521317866
5018	5019	5670.0	1.861166	1.0737496153846156	1.2580717781231594	4038.1793283556717
5020	10146	860.0	0.29	0.54375	0.5437500766319099	12.449696101298658
5022	5023	9270.0	1.197082	0.6906242307692307	0.7302469551737094	5262.404771013288
5024	5025	770.0	0.55	1.03125	1.258706753045299	462.3200663036346
5026	5027	5670.0	0.586561	0.3384005769230769	0.34025564789587665	1979.9531866072016
5028	5027	2070.0	0.500668	0.625835	0.6408927184441228	946.5362617401485
5029	5028	5240.0	0.26	0.26	0.2627116671339451	2305.308026571108
5021	5024	1570.0	0.4	0.75	1.3902696099216612	1342.3187424360488
5030	5031	910.0	0.48	0.7024390243902439	0.7024508082862244	40.718465118217544
5032	5033	9270.0	1.89709	1.094475	1.5533222150832868	7942.027287476292
5030	5034	770.0	0.5	0.9375	0.9375	0.0
5038	5025	3920.0	0.41	0.41	0.4217189514795262	2082.6081569137273
5039	10145	910.0	0.64	0.9365853658536585	0.9625160857301198	304.5681465522894
5042	10147	1570.0	12.46	14.952	14.952000012429895	1.8244065403029741
5006	5043	1300.0	6.14	6.14	6.140000246793913	55.50330747811782
5043	7223	1300.0	3.73	3.73	3.7326237239423192	345.3243668523487
5044	16696	3870.0	0.229508	0.13240846153846153	0.1353950504707671	1810.9765368039646
5046	5047	1570.0	6.92	8.304	8.304	0.0
