origin	dest	capacity	length	fft	alpha	beta	speedLimit	LinkType	NMoto	NCar
5859	15692	1860	0.75	3.0	1.5577	3.6819	0	6	0	0
8321	8307	5240	0.35	1.0499999999999998	1.5554	3.829	0	3	0	0
5864	9373	3920	0.1	0.1875	1.5554	3.829	0	4	0	0
5866	5867	3920	1.37	2.56875	1.5554	3.829	0	4	0	0
5867	16235	3920	0.62	1.1625	1.5554	3.829	0	4	0	0
5519	16238	1570	0.17	0.31875000000000003	1.5554	3.829	0	4	0	0
5868	5869	5240	0.14	0.20487804878048782	1.5577	3.6819	0	3	0	0
5853	5870	770	0.99	3.96	1.5554	3.829	0	6	0	0
5871	5865	3490	0.59	0.8634146341463413	1.5577	3.6819	0	3	0	0
5863	8320	1860	0.28	0.8400000000000001	1.5577	3.6819	0	6	0	0
5873	5871	1450	0.301588	0.44134829268292686	0.8397	5.3445	0	3	0	0
5873	5874	3490	0.18	0.2634146341463414	1.5577	3.6819	0	3	1	0
5874	5876	1450	0.328571	0.4808356097560975	0.8397	5.3445	0	3	0	0
5871	5868	1450	0.295632	0.4326321951219512	0.8397	5.3445	0	3	0	0
5876	5875	1450	0.31586	0.46223414634146337	0.8397	5.3445	0	3	0	0
5874	10536	3490	0.04	0.058536585365853655	1.5577	3.6819	0	3	1	0
5876	5871	1450	0.07	0.07	0.8397	5.3445	0	3	0	0
5875	5868	3490	0.19	0.27804878048780485	1.5577	3.6819	0	3	1	0
5872	8319	5240	0.09	0.16874999999999998	1.5554	3.829	0	3	0	0
5869	5872	5240	0.07	0.10243902439024391	1.5577	3.6819	0	3	0	0
5870	5869	770	0.03	0.056249999999999994	1.5554	3.829	0	6	0	0
5852	5863	910	0.77	3.08	1.5577	3.6819	0	6	0	0
5877	10291	7840	0.55	0.8048780487804879	1.5577	3.6819	0	3	0	0
5854	10115	5240	0.78	1.4625000000000001	1.5554	3.829	0	3	0	0
5008	5005	770	0.26	0.3804878048780488	1.5577	3.6819	0	5	0	0
5005	17081	5880	0.29	0.348	1.1507	3.7967	0	3	0	0
5008	5877	1650	0.3	0.5625	1.5554	3.829	0	3	0	0
8819	8792	910	0.353169	1.412676	1.5577	3.6819	0	6	0	0
5858	8125	2950	0.09	0.36	1.5577	3.6819	0	6	0	0
8789	5878	1860	0.6	2.4	1.5577	3.6819	0	6	0	0
8790	15709	910	0.08	0.32	1.5577	3.6819	0	6	0	0
5879	8788	910	0.18	0.72	1.5577	3.6819	0	6	0	0
8122	8126	5240	0.637225	1.194796875	1.5554	3.829	0	3	1	0
8126	5345	6980	0.24	0.44999999999999996	1.5554	3.829	0	3	0	0
5878	8777	910	0.06	0.08780487804878048	1.5577	3.6819	0	6	0	0
5265	5344	910	0.05	0.07317073170731707	1.5577	3.6819	0	6	0	0
5344	5878	910	0.02	0.029268292682926828	1.5577	3.6819	0	6	0	0
5267	5265	910	0.09	0.1317073170731707	1.5577	3.6819	0	6	0	0
5880	8817	1860	0.18	0.72	1.5577	3.6819	0	6	0	0
5862	8815	860	0.1	0.4	1.5554	3.829	0	6	0	0
5881	8790	910	0.22	0.88	1.5577	3.6819	0	6	0	0
5879	8789	1860	0.16	0.64	1.5577	3.6819	0	6	0	0
5881	5879	910	0.1	0.4	1.5577	3.6819	0	6	0	0
5010	16201	1570	0.41	1.64	3.76	3.29	0	5	0	0
5855	5882	910	3.2	12.8	1.1507	3.7967	0	5	0	0
5883	5884	1860	0.45	1.8	1.5577	3.6819	0	6	0	0
5885	5884	810	0.35	1.4	1.5577	3.6819	0	6	0	0
5886	10292	1860	0.33	1.32	1.5577	3.6819	0	6	0	0
5884	15689	1860	0.17	0.68	1.5577	3.6819	0	6	0	0
5887	10009	1570	0.47	1.88	3.76	3.29	0	6	0	0
5883	16357	1860	0.2	0.8	1.5577	3.6819	0	6	0	0
5890	9991	910	0.04	0.16	1.1507	3.7967	0	5	0	0
5260	8859	910	0.39	1.56	1.5577	3.6819	0	6	0	0
5891	5885	810	0.22	0.88	1.5577	3.6819	0	6	0	0
5892	5885	770	0.12	0.48	1.5554	3.829	0	6	0	0
5892	5883	910	0.26	1.04	1.1507	3.7967	0	5	0	0
5891	5892	910	0.1	0.4	1.1507	3.7967	0	5	0	0
5887	5890	810	0.42	1.68	1.5577	3.6819	0	6	0	0
5887	5882	910	0.4	1.6	1.5577	3.6819	0	6	0	0
5882	5890	910	0.02	0.08	1.1507	3.7967	0	5	0	0
5264	5262	860	0.17	0.68	1.5554	3.829	0	6	0	0
5888	8834	860	0.23	0.92	1.5554	3.829	0	6	0	0
5889	8827	860	0.19	0.76	1.5554	3.829	0	6	0	0
5888	8833	860	0.3	1.2	1.5554	3.829	0	6	0	0
5893	8829	1950	0.2	0.8	1.5577	3.6819	0	6	0	0
5889	5857	2950	0.2	0.8	1.5577	3.6819	0	6	0	0
5889	8832	1950	0.16	0.64	1.5577	3.6819	0	6	0	0
5856	5861	860	0.03	0.12	1.5554	3.829	0	6	0	0
5317	8809	860	0.06	0.24	1.5554	3.829	0	6	0	0
5266	5856	860	0.02	0.08	1.5554	3.829	0	6	0	0
5348	5010	860	0.26	1.04	1.5554	3.829	0	6	0	0
5894	5895	6300	3.463118	1.9979526923076925	0.885	4.8323	0	1	1	0
5896	5897	5880	1.656235	1.656235	1.0801	4.4767	0	2	1	0
5898	7671	5880	1.602405	1.602405	1.0801	4.4767	0	2	1	0
5899	5900	2300	0.22818	0.2632846153846154	0.8208	4.9382	0	1	1	0
5895	5229	6300	0.974144	0.5620061538461538	0.885	4.8323	0	1	1	0
5901	5902	2300	0.438972	0.5065061538461538	0.8208	4.9382	0	1	1	0
5903	5904	6300	0.705509	0.4070244230769231	0.885	4.8323	0	1	1	0
5905	5906	2300	0.260789	0.3009103846153846	0.8208	4.9382	0	1	1	0
5899	5906	2300	0.572386	0.6604453846153846	0.8208	4.9382	0	1	1	0
5907	16154	1860	0.46	0.6731707317073171	1.5577	3.6819	0	4	0	0
5909	17039	810	0.02	0.029268292682926828	1.5577	3.6819	0	6	0	0
5911	7666	1300	2.1	3.073170731707317	1.5577	3.6819	0	6	0	0
5913	6167	770	0.5	0.9375	1.5554	3.829	0	6	0	0
5914	5915	810	0.63	0.921951219512195	1.5577	3.6819	0	6	0	0
5914	10071	810	0.53	0.775609756097561	1.5577	3.6819	0	6	0	0
5918	5014	1570	11.48	13.776	3.76	3.29	0	3	0	0
5904	5919	6300	3.706689	2.1384744230769233	0.885	4.8323	0	1	1	0
5920	16127	1860	0.18	0.216	1.1507	3.7967	0	5	0	0
5922	5921	1950	0.26	0.312	1.1507	3.7967	0	5	0	0
5919	7670	6300	0.201048	0.11598923076923078	0.885	4.8323	0	1	1	0
5924	5925	1570	0.3	0.36	3.76	3.29	0	6	0	0
5927	16128	1950	0.19	0.27804878048780485	1.5577	3.6819	0	3	0	0
5928	5929	1950	0.61	0.8926829268292682	1.5577	3.6819	0	6	0	0
5930	7712	910	0.09	0.1317073170731707	1.5577	3.6819	0	6	0	0
5931	5932	6300	5.633528	3.2501123076923077	0.885	4.8323	0	1	1	0
5933	15277	1760	0.09758	0.1829625	1.5554	3.829	0	6	0	0
5934	5935	910	1.32	1.9317073170731707	1.5577	3.6819	0	6	0	0
5936	16042	910	0.39	0.5707317073170731	1.5577	3.6819	0	6	0	0
5938	7710	950	0.59	0.8634146341463413	1.5577	3.6819	0	4	0	0
5940	5941	4300	3.122351	1.8013563461538462	0.885	4.8323	0	1	1	0
5942	5940	4300	2.953967	1.7042117307692308	0.885	4.8323	0	1	1	0
5935	5937	770	0.62	1.1625	1.5554	3.829	0	6	0	0
5943	15310	860	0.21	0.39375	1.5554	3.829	0	6	0	0
5945	15309	860	0.2	0.375	1.5554	3.829	0	6	0	0
5947	5948	860	0.21	0.39375	1.5554	3.829	0	6	0	0
5949	16055	1570	0.41	0.6	1.5577	3.6819	0	5	0	0
5950	7639	910	3.39	4.9609756097560975	1.5577	3.6819	0	3	0	0
5951	5896	5880	0.47	0.47	0.8397	5.3445	0	4	0	0
5952	16532	1450	0.09	0.108	1.1507	3.7967	0	6	0	0
5954	16533	770	0.16	0.23414634146341462	1.5577	3.6819	0	5	0	0
5955	5956	4000	0.42	0.4846153846153846	0.8208	4.9382	0	1	1	0
5955	5957	1860	0.19	0.27804878048780485	1.5577	3.6819	0	4	0	0
5958	5907	810	0.68	0.9951219512195122	1.5577	3.6819	0	6	0	0
5959	7655	1570	0.07	0.13125	1.5554	3.829	0	4	0	0
5959	7653	1570	0.04	0.075	1.5554	3.829	0	4	0	0
5907	16121	1950	0.09	0.1317073170731707	1.5577	3.6819	0	4	0	0
5909	16138	1300	0.06	0.08780487804878048	1.5577	3.6819	0	6	0	0
5955	27457	1860	0.16	0.23414634146341462	1.5577	3.6819	0	4	0	0
5911	5961	1860	0.54	0.7902439024390244	1.5577	3.6819	0	4	0	0
5901	5904	2300	0.61442	0.7089461538461538	0.8208	4.9382	0	1	1	0
5905	5900	2300	0.473866	0.5467684615384616	0.8208	4.9382	0	1	1	0
5958	5957	810	0.44	0.6439024390243903	1.5577	3.6819	0	6	0	0
5958	5962	810	0.41	0.6	1.5577	3.6819	0	6	0	0
5961	5962	1860	0.26	0.3804878048780488	1.5577	3.6819	0	4	0	0
5957	5962	1950	0.24	0.35121951219512193	1.5577	3.6819	0	4	0	0
5956	5901	4000	0.210306	0.2426607692307692	0.8208	4.9382	0	1	1	0
5900	5956	4000	0.131384	0.15159692307692307	0.8208	4.9382	0	1	1	0
5895	5905	4000	0.278093	0.3208765384615384	0.8208	4.9382	0	1	1	0
5951	5911	1860	0.17	0.24878048780487805	1.5577	3.6819	0	4	0	0
5951	5954	770	0.17	0.24878048780487805	1.5577	3.6819	0	5	0	0
5951	5952	770	0.09	0.16874999999999998	1.5554	3.829	0	6	0	0
5952	5954	770	0.09	0.16874999999999998	1.5554	3.829	0	6	0	0
5963	5964	1570	0.55	0.66	3.76	3.29	0	6	0	0
5965	7634	1570	0.06	0.11249999999999999	1.5554	3.829	0	3	0	0
5966	5967	770	0.18	0.33749999999999997	1.5554	3.829	0	3	0	0
5966	5950	770	0.51	0.95625	1.5554	3.829	0	3	0	0
5968	5969	1570	0.61	0.732	3.76	3.29	0	6	0	0
5970	10072	1570	0.39	0.468	3.76	3.29	0	6	0	0
5969	5971	1300	0.03	0.04390243902439024	1.5577	3.6819	0	6	0	0
5972	5973	1300	0.22	0.32195121951219513	1.5577	3.6819	0	6	0	0
5921	10080	1950	0.23	0.276	1.1507	3.7967	0	5	0	0
5915	5974	1300	0.12	0.17560975609756097	1.5577	3.6819	0	6	0	0
5975	7672	1950	0.08	0.11707317073170731	1.5577	3.6819	0	3	0	0
5976	10081	1950	0.2	0.24	1.1507	3.7967	0	5	0	0
5972	5980	1300	0.39	0.5707317073170731	1.5577	3.6819	0	6	0	0
7672	7631	1950	0.28	0.40975609756097564	1.5577	3.6819	0	3	0	0
5977	5978	1950	0.07	0.10243902439024391	1.5577	3.6819	0	3	0	0
5913	5977	1950	0.23	0.33658536585365856	1.5577	3.6819	0	3	0	0
5977	5976	770	0.25	0.46875	1.5554	3.829	0	6	0	0
5974	5976	1950	0.31	0.372	1.1507	3.7967	0	5	0	0
5978	10082	1950	0.17	0.24878048780487805	1.5577	3.6819	0	3	0	0
5975	5896	1950	0.22	0.32195121951219513	1.5577	3.6819	0	4	0	0
5979	5972	1300	0.21	0.3073170731707317	1.5577	3.6819	0	6	0	0
5979	5966	1300	1.3	1.9024390243902438	1.5577	3.6819	0	6	0	0
5969	5979	3490	0.29	0.42439024390243896	1.5577	3.6819	0	6	0	0
5980	5981	770	0.4	0.75	1.5554	3.829	0	6	0	0
5915	5980	1300	0.72	1.0536585365853657	1.5577	3.6819	0	6	0	0
5970	5964	1300	0.08	0.11707317073170731	1.5577	3.6819	0	6	0	0
5964	5971	1300	0.15	0.2195121951219512	1.5577	3.6819	0	6	0	0
5971	5973	1300	0.16	0.23414634146341462	1.5577	3.6819	0	6	0	0
5970	5981	1300	0.08	0.11707317073170731	1.5577	3.6819	0	6	0	0
5981	5973	1300	0.15	0.2195121951219512	1.5577	3.6819	0	6	0	0
5968	5918	1300	1.54	2.2536585365853656	1.5577	3.6819	0	6	0	0
5967	5918	770	0.16	0.3	1.5554	3.829	0	3	0	0
5925	5963	1570	0.59	0.708	3.76	3.29	0	6	0	0
5963	5968	1570	0.46	0.552	3.76	3.29	0	6	0	0
5917	5925	1570	0.31	0.372	3.76	3.29	0	6	0	0
5982	5983	2950	0.36	0.5268292682926828	1.5577	3.6819	0	3	0	0
5988	5989	1760	0.48	0.8999999999999999	1.5554	3.829	0	6	0	0
5990	10077	1760	0.19	0.35625	1.5554	3.829	0	6	0	0
5992	16105	770	0.16	0.3	1.5554	3.829	0	6	0	0
5993	5989	1860	0.43	0.516	1.1507	3.7967	0	5	0	0
5994	9907	3710	0.1	0.1875	1.5554	3.829	0	6	0	0
5996	5997	3380	0.410428	0.513035	1.001	4.7645	0	2	1	0
5996	5998	3690	0.527626	0.4278048648648649	1.1396	4.2634	0	2	1	0
5999	6000	3690	0.500541	0.4058440540540541	1.1396	4.2634	0	2	1	0
5936	16043	910	0.27	0.3951219512195122	1.5577	3.6819	0	6	0	0
6003	5936	910	0.14	0.20487804878048782	1.5577	3.6819	0	6	0	0
5934	6003	910	0.68	0.9951219512195122	1.5577	3.6819	0	6	0	0
6004	16069	1850	0.21	0.39375	1.5554	3.829	0	6	0	0
6005	6006	2050	0.281611	0.3249357692307692	0.8208	4.9382	0	2	1	0
6008	6009	1950	0.06	0.08780487804878048	1.5577	3.6819	0	6	1	0
6010	7719	770	0.4	0.75	1.5554	3.829	0	6	0	0
6010	6012	1950	0.05	0.07317073170731707	1.5577	3.6819	0	6	1	0
6006	6013	6150	0.747199	0.605837027027027	1.1396	4.2634	0	2	1	0
6014	6015	6150	0.8767	0.7108378378378378	1.1396	4.2634	0	2	1	0
8559	6000	3380	0.375034	0.4687925	1.001	4.7645	0	2	1	0
6016	6017	2660	0.250728	0.470115	1.5554	3.829	0	6	0	0
8559	6018	2660	0.274969	0.515566875	1.5554	3.829	0	6	0	0
6007	16079	910	0.44	0.6439024390243903	1.5577	3.6819	0	6	0	0
6020	16045	1950	0.51	0.7463414634146341	1.5577	3.6819	0	6	0	0
6022	6023	3690	0.89162	0.7229351351351352	1.1396	4.2634	0	2	1	0
6024	6025	4100	0.254588	0.2064227027027027	1.1396	4.2634	0	2	1	0
6026	6027	770	0.73	1.36875	1.5554	3.829	0	6	0	0
6030	7628	770	0.26	0.48750000000000004	1.5554	3.829	0	6	0	0
6033	17024	1450	0.11	0.11	0.8397	5.3445	0	6	0	0
6035	5912	1570	0.13	0.24375000000000002	1.5554	3.829	0	4	0	0
6033	10085	1230	0.07	0.10243902439024391	1.5577	3.6819	0	6	0	0
6036	17056	1450	0.05	0.05	0.8397	5.3445	0	6	0	0
5910	7627	810	0.06	0.08780487804878048	1.5577	3.6819	0	6	0	0
5910	6036	1230	0.17	0.24878048780487805	1.5577	3.6819	0	6	0	0
6035	5908	1570	0.2	0.375	1.5554	3.829	0	4	0	0
6034	6035	1450	0.06	0.072	1.1507	3.7967	0	6	0	0
6032	27732	1230	0.19	0.27804878048780485	1.5577	3.6819	0	6	0	0
27730	6037	2810	0.057211	0.107270625	1.5554	3.829	0	6	0	0
6032	17051	3920	0.33	0.396	1.1507	3.7967	0	4	0	0
27723	17029	1960	0.46717	0.6518651162790697	1.5577	3.6819	0	6	0	0
5912	17049	3920	0.14	0.14	0.8397	5.3445	0	4	0	0
6039	6040	2300	0.33467	0.3861576923076923	0.8208	4.9382	0	1	1	0
5897	6040	5880	0.1176	0.1176	1.0801	4.4767	0	2	1	0
6039	5898	2300	0.19	0.21923076923076923	0.8208	4.9382	0	1	1	0
5897	16157	1860	0.15	0.2195121951219512	1.5577	3.6819	0	6	0	0
6041	16104	1860	0.23	0.276	1.1507	3.7967	0	5	0	0
5906	5902	2300	0.377193	0.43522269230769234	0.8208	4.9382	0	1	1	0
5906	5903	2300	0.74307	0.8573884615384615	0.8208	4.9382	0	1	1	0
5228	5899	4000	0.29932	0.34536923076923076	0.8208	4.9382	0	1	1	0
5902	5229	4000	0.292155	0.3371019230769231	0.8208	4.9382	0	1	1	0
5228	5903	6300	0.368685	0.2127028846153846	0.885	4.8323	0	1	1	0
5906	6039	2300	0.1	0.11538461538461539	0.8208	4.9382	0	1	1	0
6040	6029	5880	0.333982	0.333982	1.0801	4.4767	0	2	1	0
5897	5898	1860	0.02	0.029268292682926828	1.5577	3.6819	0	6	0	0
5992	5989	1860	0.06	0.072	1.1507	3.7967	0	5	0	0
5990	6041	1860	0.44	0.528	1.1507	3.7967	0	5	0	0
5990	16093	1860	0.33	0.396	1.1507	3.7967	0	5	0	0
6031	6028	1300	0.04	0.058536585365853655	1.5577	3.6819	0	6	0	0
6015	7717	2050	0.232237	0.2679657692307692	0.8208	4.9382	0	2	1	0
6044	6045	770	0.29	0.54375	1.5554	3.829	0	6	0	0
6046	9008	1570	0.2	0.375	1.5554	3.829	0	6	0	0
6048	6063	527	0.42	0.6461538461538461	1.3339	2.3725	0	8	1	0
6049	8243	2370	0.212495	0.39842812499999997	1.5554	3.829	0	6	0	0
6051	8566	1570	0.106734	0.20012625	1.5554	3.829	0	6	0	0
6105	6056	3530	1.720589	1.9117655555555555	1.1396	4.2634	0	2	1	0
5320	9849	860	0.11	0.20625	1.5554	3.829	0	6	0	0
6052	6053	3920	0.399955	0.399955	1.0801	4.4767	0	2	1	0
5271	15390	1650	0.05	0.09375	1.5554	3.829	0	6	0	0
6056	15347	770	0.22	0.4125	1.5554	3.829	0	6	0	0
6056	6055	1850	0.300844	0.37605500000000003	1.001	4.7645	0	2	1	0
6053	6055	3920	0.34576	0.34576	1.0801	4.4767	0	2	1	0
6056	6057	3920	1.204018	1.204018	1.0801	4.4767	0	2	1	0
6059	8410	770	0.1	0.1875	1.5554	3.829	0	6	0	0
6051	8562	2140	0.518879	0.5660498181818182	1.2312	2.9971	0	6	1	0
6016	15205	3920	0.44	0.6439024390243903	1.5577	3.6819	0	6	0	0
6062	9911	770	0.15	0.28125	1.5554	3.829	0	6	0	0
6065	6066	1570	0.161602	0.30300375	1.5554	3.829	0	6	0	0
6059	6065	1570	0.172898	0.32418375	1.5554	3.829	0	6	0	0
6067	8399	770	0.15	0.28125	1.5554	3.829	0	6	0	0
6068	15379	860	0.22	0.4125	1.5554	3.829	0	6	0	0
5275	6070	4100	0.31392	0.2545297297297297	1.1396	4.2634	0	2	1	0
6071	6057	1860	0.22	0.32195121951219513	1.5577	3.6819	0	6	0	0
6057	6072	1650	0.283876	0.41542829268292686	1.5577	3.6819	0	6	0	0
5275	6057	1850	0.213204	0.26650500000000005	1.001	4.7645	0	2	1	0
6073	10405	1760	0.27	0.5062500000000001	1.5554	3.829	0	6	0	0
6074	5309	770	0.09	0.16874999999999998	1.5554	3.829	0	6	0	0
6057	5279	3920	0.940792	0.9407920000000001	1.0801	4.4767	0	2	1	0
6074	6075	1860	0.11	0.16097560975609757	1.5577	3.6819	0	6	0	0
6068	9851	770	0.05	0.09375	1.5554	3.829	0	6	0	0
6076	8409	1570	0.21	0.39375	1.5554	3.829	0	6	0	0
6073	6064	1570	0.36	0.6749999999999999	1.5554	3.829	0	6	0	0
6075	9014	1860	0.18	0.2634146341463414	1.5577	3.6819	0	6	0	0
5309	10406	810	0.14	0.20487804878048782	1.5577	3.6819	0	6	0	0
6077	5277	810	0.533716	0.7810478048780488	1.5577	3.6819	0	6	0	0
5277	5279	810	0.01	0.014634146341463414	1.5577	3.6819	0	6	0	0
6071	6072	860	0.17	0.31875000000000003	1.5554	3.829	0	6	0	0
6072	6077	1650	0.12659	0.18525365853658537	1.5577	3.6819	0	6	0	0
6078	6073	1760	0.1	0.1875	1.5554	3.829	0	6	0	0
6080	15382	860	0.21	0.39375	1.5554	3.829	0	6	0	0
6081	15381	1760	0.03	0.056249999999999994	1.5554	3.829	0	6	0	0
6082	6083	1570	0.11	0.20625	1.5554	3.829	0	6	0	0
6082	6080	860	0.07	0.13125	1.5554	3.829	0	6	0	0
5235	5237	1860	0.14	0.20487804878048782	1.5577	3.6819	0	6	0	0
5331	6083	1760	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
5237	16332	1860	0.29	0.42439024390243896	1.5577	3.6819	0	6	0	0
5237	9015	2660	0.19	0.35625	1.5554	3.829	0	6	0	0
6079	6074	1760	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
6084	6082	860	0.26	0.48750000000000004	1.5554	3.829	0	6	0	0
5235	6082	1570	0.26	0.48750000000000004	1.5554	3.829	0	6	0	0
6084	5235	1860	0.22	0.32195121951219513	1.5577	3.6819	0	6	0	0
5284	5331	1760	0.23	0.43125	1.5554	3.829	0	6	0	0
5284	6084	1860	0.06	0.08780487804878048	1.5577	3.6819	0	6	0	0
6081	6068	860	0.32	0.6	1.5554	3.829	0	6	0	0
6073	8400	1760	0.11	0.20625	1.5554	3.829	0	6	0	0
6083	6078	1760	0.05	0.09375	1.5554	3.829	0	6	0	0
6069	6066	770	0.18	0.33749999999999997	1.5554	3.829	0	6	0	0
6086	6065	3490	0.55	0.55	0.8397	5.3445	0	6	0	0
6088	6086	1570	0.064498	0.12093375	1.5554	3.829	0	6	0	0
6088	6089	1570	0.080295	0.150553125	1.5554	3.829	0	6	0	0
6058	6087	1570	0.109084	0.2045325	1.5554	3.829	0	6	0	0
6090	6052	3920	0.38135	0.38135	1.0801	4.4767	0	2	1	0
6090	6091	770	0.220294	0.41305125	1.5554	3.829	0	6	0	0
6070	6090	5880	0.255582	0.255582	1.0801	4.4767	0	2	1	0
6057	6070	1850	0.112685	0.14085625	1.001	4.7645	0	2	1	0
6092	6052	770	0.174193	0.326611875	1.5554	3.829	0	6	0	0
6092	6091	5240	0.02	0.02	0.8397	5.3445	0	6	0	0
6092	6085	5240	0.08	0.08	0.8397	5.3445	0	6	0	0
6091	6086	5240	0.06	0.06	0.8397	5.3445	0	6	0	0
6087	6059	1570	0.322436	0.6045675	1.5554	3.829	0	6	0	0
6066	9009	1570	0.051312	0.09621	1.5554	3.829	0	6	0	0
6066	6059	770	0.02	0.0375	1.5554	3.829	0	6	0	0
6093	8401	2790	0.25	0.46875	1.5554	3.829	0	6	0	0
6067	8397	1760	0.31	0.58125	1.5554	3.829	0	6	0	0
6065	6076	3530	0.01	0.01875	1.5554	3.829	0	6	0	0
6064	8395	1570	0.11	0.20625	1.5554	3.829	0	6	0	0
5333	6095	3300	0.05	0.09375	1.5554	3.829	0	3	0	0
5271	15370	3300	0.19	0.35625	1.5554	3.829	0	3	0	0
6095	15365	770	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
6095	8404	3300	0.13	0.24375000000000002	1.5554	3.829	0	3	0	0
6025	6097	1850	0.416839	0.5210487500000001	1.001	4.7645	0	2	1	0
6098	6010	1950	0.512629	0.7501887804878049	1.5577	3.6819	0	6	1	0
6099	6098	1950	0.358048	0.5239726829268293	1.5577	3.6819	0	6	1	0
6049	6100	770	0.11	0.20625	1.5554	3.829	0	6	0	0
6101	6014	4100	1.029879	0.835037027027027	1.1396	4.2634	0	2	1	0
6102	6103	1300	0.18	0.18	0.8397	5.3445	0	6	0	0
6100	15348	770	0.3	0.5625	1.5554	3.829	0	6	0	0
6054	8232	770	0.18	0.33749999999999997	1.5554	3.829	0	6	0	0
6055	6101	4100	0.66574	0.5397891891891892	1.1396	4.2634	0	2	1	0
6101	6104	770	0.164827	0.309050625	1.5554	3.829	0	6	0	0
6104	6102	1300	0.01	0.01	0.8397	5.3445	0	6	0	0
6098	6106	1850	0.111524	0.09042486486486487	1.1396	4.2634	0	2	1	0
6096	6098	7840	0.01	0.01	0.8397	5.3445	0	5	1	0
6107	6097	1850	0.143452	0.17931499999999997	1.001	4.7645	0	2	1	0
6013	6022	1850	0.434657	0.54332125	1.001	4.7645	0	2	1	0
6013	6105	3690	0.26442	0.2143945945945946	1.1396	4.2634	0	2	1	0
6107	6105	1850	0.130698	0.1633725	1.001	4.7645	0	2	1	0
6097	6014	1850	0.116447	0.14555875	1.001	4.7645	0	2	1	0
6106	6107	1850	0.132582	0.16572750000000003	1.001	4.7645	0	2	1	0
6108	6109	770	0.23	0.43125	1.5554	3.829	0	6	0	0
6063	6110	527	0.06	0.09230769230769231	1.3339	2.3725	0	8	1	0
6108	6103	1570	0.38	0.7125	1.5554	3.829	0	6	0	0
6111	15340	770	0.09	0.16874999999999998	1.5554	3.829	0	6	0	0
6100	6111	770	0.17	0.31875000000000003	1.5554	3.829	0	6	0	0
6109	15344	770	0.1	0.1875	1.5554	3.829	0	6	0	0
6025	6099	3690	0.034866	0.028269729729729732	1.1396	4.2634	0	2	1	0
6009	6010	770	0.02	0.0375	1.5554	3.829	0	6	0	0
6061	8239	3920	0.13	0.1902439024390244	1.5577	3.6819	0	6	0	0
6121	5994	1950	0.528501	0.7734160975609756	1.5577	3.6819	0	6	1	0
6114	8979	860	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
6118	8242	2370	0.013281	0.024901875	1.5554	3.829	0	6	0	0
6115	6118	527	0.2	0.3076923076923077	1.3339	2.3725	0	8	1	0
6119	15170	3710	0.11	0.20625	1.5554	3.829	0	6	0	0
6047	8997	770	0.19	0.35625	1.5554	3.829	0	6	0	0
6120	8952	860	0.2	0.375	1.5554	3.829	0	6	0	0
6053	6124	1850	0.282972	0.353715	1.001	4.7645	0	2	1	0
6056	15349	3930	0.077171	0.144695625	1.5554	3.829	0	6	0	0
6060	15353	770	0.23	0.43125	1.5554	3.829	0	6	0	0
6122	15346	3930	0.14	0.2625	1.5554	3.829	0	6	0	0
6122	9855	1650	0.06	0.11249999999999999	1.5554	3.829	0	6	0	0
6124	6122	3930	0.069769	0.130816875	1.5554	3.829	0	6	0	0
6050	8567	1570	0.01883	0.03530625	1.5554	3.829	0	6	0	0
6116	6115	527	0.44	0.676923076923077	1.3339	2.3725	0	8	1	0
6112	6120	2790	0.17	0.31875000000000003	1.5554	3.829	0	6	0	0
6127	15168	3710	0.22	0.4125	1.5554	3.829	0	6	0	0
6045	6125	860	0.25	0.46875	1.5554	3.829	0	6	0	0
6128	6129	1950	0.19	0.27804878048780485	1.5577	3.6819	0	6	0	0
6042	8961	3300	0.04	0.075	1.5554	3.829	0	3	0	0
6047	6127	1570	0.14	0.2625	1.5554	3.829	0	6	0	0
6126	6127	3300	0.13	0.24375000000000002	1.5554	3.829	0	3	0	0
6127	6116	527	0.41	0.6307692307692307	1.3339	2.3725	0	8	1	0
6043	6128	1650	0.24	0.44999999999999996	1.5554	3.829	0	6	0	0
6125	6120	860	0.19	0.35625	1.5554	3.829	0	6	0	0
6120	15166	2790	0.05	0.09375	1.5554	3.829	0	6	0	0
5230	7798	2790	0.01	0.01875	1.5554	3.829	0	6	0	0
6129	15165	1950	0.07	0.10243902439024391	1.5577	3.6819	0	6	0	0
6113	8967	3710	0.04	0.075	1.5554	3.829	0	6	0	0
6000	6132	5400	0.382314	0.3099843243243243	1.1396	4.2634	0	2	1	0
6133	5996	5400	0.363828	0.2949956756756757	1.1396	4.2634	0	2	1	0
6018	6016	3920	0.04	0.058536585365853655	1.5577	3.6819	0	6	0	0
6131	6134	770	0.02	0.0375	1.5554	3.829	0	6	0	0
6118	6048	527	0.05	0.07692307692307693	1.3339	2.3725	0	8	1	0
6048	8236	3530	0.012603	0.023630625	1.5554	3.829	0	6	0	0
6117	15171	860	0.14	0.2625	1.5554	3.829	0	6	0	0
6117	8968	3710	0.08	0.15	1.5554	3.829	0	6	0	0
6062	6016	2660	0.122028	0.2288025	1.5554	3.829	0	6	0	0
6134	6062	770	0.02	0.0375	1.5554	3.829	0	6	0	0
