origin	dest	capacity	length	fft	alpha	beta	speedLimit	LinkType	NMoto	NCar
5981	5980	770	0.4	0.75	1.5554	3.829	0	6	0	0
5980	5915	1300	0.72	1.0536585365853657	1.5577	3.6819	0	6	0	0
5964	5970	1300	0.08	0.11707317073170731	1.5577	3.6819	0	6	0	0
5971	5964	1300	0.15	0.2195121951219512	1.5577	3.6819	0	6	0	0
5973	5971	1300	0.16	0.23414634146341462	1.5577	3.6819	0	6	0	0
5981	5970	1300	0.08	0.11707317073170731	1.5577	3.6819	0	6	0	0
5973	5981	1300	0.15	0.2195121951219512	1.5577	3.6819	0	6	0	0
5918	5968	1300	1.54	2.2536585365853656	1.5577	3.6819	0	6	0	0
5918	5967	770	0.16	0.3	1.5554	3.829	0	3	0	0
5963	5925	1570	0.59	0.708	3.76	3.29	0	6	0	0
5968	5963	1570	0.46	0.552	3.76	3.29	0	6	0	0
5925	5917	1570	0.31	0.372	3.76	3.29	0	6	0	0
5983	5982	2950	0.36	0.5268292682926828	1.5577	3.6819	0	3	0	0
5989	5988	1760	0.48	0.8999999999999999	1.5554	3.829	0	6	0	0
10077	5990	1760	0.19	0.35625	1.5554	3.829	0	6	0	0
16105	5992	770	0.16	0.3	1.5554	3.829	0	6	0	0
5989	5993	1860	0.43	0.516	1.1507	3.7967	0	5	0	0
9907	5994	3710	0.1	0.1875	1.5554	3.829	0	6	0	0
16043	5936	910	0.27	0.3951219512195122	1.5577	3.6819	0	6	0	0
5936	6003	910	0.14	0.20487804878048782	1.5577	3.6819	0	6	0	0
6003	5934	910	0.68	0.9951219512195122	1.5577	3.6819	0	6	0	0
16069	6004	1850	0.21	0.39375	1.5554	3.829	0	6	0	0
6007	6005	1860	0.248226	0.36325756097560974	1.5577	3.6819	0	6	0	0
6009	6008	1950	0.06	0.08780487804878048	1.5577	3.6819	0	6	1	0
7719	6010	770	0.4	0.75	1.5554	3.829	0	6	0	0
6012	6010	1950	0.05	0.07317073170731707	1.5577	3.6819	0	6	1	0
16079	6007	910	0.44	0.6439024390243903	1.5577	3.6819	0	6	0	0
16045	6020	1950	0.51	0.7463414634146341	1.5577	3.6819	0	6	0	0
6027	6026	770	0.73	1.36875	1.5554	3.829	0	6	0	0
7628	6030	770	0.26	0.48750000000000004	1.5554	3.829	0	6	0	0
17024	6033	1450	0.11	0.11	0.8397	5.3445	0	6	0	0
5912	6035	1570	0.13	0.24375000000000002	1.5554	3.829	0	4	0	0
10085	6033	1230	0.07	0.10243902439024391	1.5577	3.6819	0	6	0	0
17056	6036	1450	0.05	0.05	0.8397	5.3445	0	6	0	0
7627	5910	810	0.06	0.08780487804878048	1.5577	3.6819	0	6	0	0
6036	5910	1230	0.17	0.24878048780487805	1.5577	3.6819	0	6	0	0
5908	6035	1570	0.2	0.375	1.5554	3.829	0	4	0	0
6035	6034	1450	0.06	0.072	1.1507	3.7967	0	6	0	0
27732	6032	1230	0.19	0.27804878048780485	1.5577	3.6819	0	6	0	0
17051	6032	3920	0.33	0.396	1.1507	3.7967	0	4	0	0
17049	5912	3920	0.14	0.14	0.8397	5.3445	0	4	0	0
5898	6039	2300	0.19	0.21923076923076923	0.8208	4.9382	0	1	1	0
16157	5897	1860	0.15	0.2195121951219512	1.5577	3.6819	0	6	0	0
16104	6041	1860	0.23	0.276	1.1507	3.7967	0	5	0	0
6039	5906	2300	0.1	0.11538461538461539	0.8208	4.9382	0	1	1	0
6029	6030	1300	0.223954	0.32773756097560974	1.5577	3.6819	0	6	0	0
5898	5897	1860	0.02	0.029268292682926828	1.5577	3.6819	0	6	0	0
5989	5992	1860	0.06	0.072	1.1507	3.7967	0	5	0	0
6041	5990	1860	0.44	0.528	1.1507	3.7967	0	5	0	0
16093	5990	1860	0.33	0.396	1.1507	3.7967	0	5	0	0
6028	6031	1300	0.04	0.058536585365853655	1.5577	3.6819	0	6	0	0
6045	6044	770	0.29	0.54375	1.5554	3.829	0	6	0	0
9008	6046	1570	0.2	0.375	1.5554	3.829	0	6	0	0
6063	6048	527	0.42	0.6461538461538461	1.3339	2.3725	0	8	1	0
6049	6050	2370	0.053003	0.099380625	1.5554	3.829	0	6	0	0
9849	5320	860	0.11	0.20625	1.5554	3.829	0	6	0	0
15390	5271	1650	0.05	0.09375	1.5554	3.829	0	6	0	0
15347	6056	770	0.22	0.4125	1.5554	3.829	0	6	0	0
8411	6058	1650	0.097566	0.18293625	1.5554	3.829	0	6	0	0
8410	6059	770	0.1	0.1875	1.5554	3.829	0	6	0	0
8564	6051	2140	0.492118	0.536856	1.2312	2.9971	0	6	1	0
15205	6016	3920	0.44	0.6439024390243903	1.5577	3.6819	0	6	0	0
9911	6062	770	0.15	0.28125	1.5554	3.829	0	6	0	0
8399	6067	770	0.15	0.28125	1.5554	3.829	0	6	0	0
15379	6068	860	0.22	0.4125	1.5554	3.829	0	6	0	0
6057	6071	1860	0.22	0.32195121951219513	1.5577	3.6819	0	6	0	0
10405	6073	1760	0.27	0.5062500000000001	1.5554	3.829	0	6	0	0
5309	6074	770	0.09	0.16874999999999998	1.5554	3.829	0	6	0	0
6075	6074	1860	0.11	0.16097560975609757	1.5577	3.6819	0	6	0	0
9851	6068	770	0.05	0.09375	1.5554	3.829	0	6	0	0
8409	6076	1570	0.21	0.39375	1.5554	3.829	0	6	0	0
6064	6073	1570	0.36	0.6749999999999999	1.5554	3.829	0	6	0	0
9014	6075	1860	0.18	0.2634146341463414	1.5577	3.6819	0	6	0	0
10406	5309	810	0.14	0.20487804878048782	1.5577	3.6819	0	6	0	0
5279	5277	810	0.01	0.014634146341463414	1.5577	3.6819	0	6	0	0
6072	6071	860	0.17	0.31875000000000003	1.5554	3.829	0	6	0	0
6073	6078	1760	0.1	0.1875	1.5554	3.829	0	6	0	0
15382	6080	860	0.21	0.39375	1.5554	3.829	0	6	0	0
15381	6081	1760	0.03	0.056249999999999994	1.5554	3.829	0	6	0	0
6083	6082	1570	0.11	0.20625	1.5554	3.829	0	6	0	0
6080	6082	860	0.07	0.13125	1.5554	3.829	0	6	0	0
5237	5235	1860	0.14	0.20487804878048782	1.5577	3.6819	0	6	0	0
6083	5331	1760	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
16332	5237	1860	0.29	0.42439024390243896	1.5577	3.6819	0	6	0	0
9015	5237	2660	0.19	0.35625	1.5554	3.829	0	6	0	0
6074	6079	1760	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
6082	6084	860	0.26	0.48750000000000004	1.5554	3.829	0	6	0	0
6082	5235	1570	0.26	0.48750000000000004	1.5554	3.829	0	6	0	0
5235	6084	1860	0.22	0.32195121951219513	1.5577	3.6819	0	6	0	0
5331	5284	1760	0.23	0.43125	1.5554	3.829	0	6	0	0
6084	5284	1860	0.06	0.08780487804878048	1.5577	3.6819	0	6	0	0
6068	6081	860	0.32	0.6	1.5554	3.829	0	6	0	0
8400	6073	1760	0.11	0.20625	1.5554	3.829	0	6	0	0
6078	6083	1760	0.05	0.09375	1.5554	3.829	0	6	0	0
6066	6069	770	0.18	0.33749999999999997	1.5554	3.829	0	6	0	0
6065	6086	3490	0.55	0.55	0.8397	5.3445	0	6	0	0
6086	6087	1570	0.066213	0.12414937499999999	1.5554	3.829	0	6	0	0
6089	6057	1650	0.569364	1.0675575	1.5554	3.829	0	6	0	0
6091	6092	5240	0.02	0.02	0.8397	5.3445	0	6	0	0
6085	6092	5240	0.08	0.08	0.8397	5.3445	0	6	0	0
6058	6089	1650	0.03428	0.064275	1.5554	3.829	0	6	0	0
6086	6091	5240	0.06	0.06	0.8397	5.3445	0	6	0	0
6059	6066	770	0.02	0.0375	1.5554	3.829	0	6	0	0
8401	6093	2790	0.25	0.46875	1.5554	3.829	0	6	0	0
8405	6093	3140	0.055795	0.10461562499999999	1.5554	3.829	0	6	0	0
8397	6067	1760	0.31	0.58125	1.5554	3.829	0	6	0	0
6076	6065	3530	0.01	0.01875	1.5554	3.829	0	6	0	0
8395	6064	1570	0.11	0.20625	1.5554	3.829	0	6	0	0
5333	6094	3140	0.099927	0.187363125	1.5554	3.829	0	6	0	0
6095	5333	3300	0.05	0.09375	1.5554	3.829	0	3	0	0
6094	5320	3140	0.086668	0.1625025	1.5554	3.829	0	6	0	0
15370	5271	3300	0.19	0.35625	1.5554	3.829	0	3	0	0
15365	6095	770	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
8404	6095	3300	0.13	0.24375000000000002	1.5554	3.829	0	3	0	0
6100	6049	770	0.11	0.20625	1.5554	3.829	0	6	0	0
6103	6102	1300	0.18	0.18	0.8397	5.3445	0	6	0	0
15348	6100	770	0.3	0.5625	1.5554	3.829	0	6	0	0
8232	6054	770	0.18	0.33749999999999997	1.5554	3.829	0	6	0	0
6102	6104	1300	0.01	0.01	0.8397	5.3445	0	6	0	0
6098	6096	7840	0.01	0.01	0.8397	5.3445	0	5	1	0
6106	6022	1850	0.217024	0.1759654054054054	1.1396	4.2634	0	2	1	0
6109	6108	770	0.23	0.43125	1.5554	3.829	0	6	0	0
6110	6063	527	0.06	0.09230769230769231	1.3339	2.3725	0	8	1	0
6103	6108	1570	0.38	0.7125	1.5554	3.829	0	6	0	0
15340	6111	770	0.09	0.16874999999999998	1.5554	3.829	0	6	0	0
6111	6100	770	0.17	0.31875000000000003	1.5554	3.829	0	6	0	0
15344	6109	770	0.1	0.1875	1.5554	3.829	0	6	0	0
6009	6099	1950	0.153368	0.2244409756097561	1.5577	3.6819	0	6	1	0
6010	6009	770	0.02	0.0375	1.5554	3.829	0	6	0	0
8239	6061	3920	0.13	0.1902439024390244	1.5577	3.6819	0	6	0	0
8979	6114	860	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
6118	6115	527	0.2	0.3076923076923077	1.3339	2.3725	0	8	1	0
15170	6119	3710	0.11	0.20625	1.5554	3.829	0	6	0	0
8997	6047	770	0.19	0.35625	1.5554	3.829	0	6	0	0
8952	6120	860	0.2	0.375	1.5554	3.829	0	6	0	0
15351	6056	1570	0.087526	0.16411125000000001	1.5554	3.829	0	6	0	0
15353	6060	770	0.23	0.43125	1.5554	3.829	0	6	0	0
15346	6122	3930	0.14	0.2625	1.5554	3.829	0	6	0	0
9855	6122	1650	0.06	0.11249999999999999	1.5554	3.829	0	6	0	0
6115	6116	527	0.44	0.676923076923077	1.3339	2.3725	0	8	1	0
6120	6112	2790	0.17	0.31875000000000003	1.5554	3.829	0	6	0	0
15167	6045	3530	0.048242	0.09045375	1.5554	3.829	0	6	0	0
15168	6127	3710	0.22	0.4125	1.5554	3.829	0	6	0	0
6125	6045	860	0.25	0.46875	1.5554	3.829	0	6	0	0
6129	6128	1950	0.19	0.27804878048780485	1.5577	3.6819	0	6	0	0
8961	6042	3300	0.04	0.075	1.5554	3.829	0	3	0	0
6127	6047	1570	0.14	0.2625	1.5554	3.829	0	6	0	0
6127	6126	3300	0.13	0.24375000000000002	1.5554	3.829	0	3	0	0
6116	6127	527	0.41	0.6307692307692307	1.3339	2.3725	0	8	1	0
6128	5322	3530	0.196757	0.368919375	1.5554	3.829	0	6	0	0
6128	6043	1650	0.24	0.44999999999999996	1.5554	3.829	0	6	0	0
6045	6128	3530	0.167227	0.31355062499999997	1.5554	3.829	0	6	0	0
6120	6125	860	0.19	0.35625	1.5554	3.829	0	6	0	0
15166	6120	2790	0.05	0.09375	1.5554	3.829	0	6	0	0
7798	5230	2790	0.01	0.01875	1.5554	3.829	0	6	0	0
15165	6129	1950	0.07	0.10243902439024391	1.5577	3.6819	0	6	0	0
8967	6113	3710	0.04	0.075	1.5554	3.829	0	6	0	0
6016	6018	3920	0.04	0.058536585365853655	1.5577	3.6819	0	6	0	0
6134	6131	770	0.02	0.0375	1.5554	3.829	0	6	0	0
8560	6133	860	0.051483	0.09653062500000001	1.5554	3.829	0	6	0	0
6048	6118	527	0.05	0.07692307692307693	1.3339	2.3725	0	8	1	0
15171	6117	860	0.14	0.2625	1.5554	3.829	0	6	0	0
8968	6117	3710	0.08	0.15	1.5554	3.829	0	6	0	0
6062	6134	770	0.02	0.0375	1.5554	3.829	0	6	0	0
5994	6130	3710	0.14	0.2625	1.5554	3.829	0	6	0	0
6131	6130	770	0.4	0.75	1.5554	3.829	0	6	0	0
15176	5994	3920	0.22	0.32195121951219513	1.5577	3.6819	0	6	0	0
27299	27301	2950	0.08	0.11707317073170731	1.5577	3.6819	0	6	0	0
27297	27298	2950	0.08	0.11707317073170731	1.5577	3.6819	0	6	0	0
16067	6136	1850	0.36	0.6749999999999999	1.5554	3.829	0	6	0	0
6137	6138	4000	0.53	0.6115384615384616	0.8208	4.9382	0	1	1	0
6140	6139	810	0.44	0.6439024390243903	1.5577	3.6819	0	6	0	0
6142	6141	770	0.51	0.95625	1.5554	3.829	0	6	0	0
7697	6180	1950	0.98	1.4341463414634146	1.5577	3.6819	0	3	0	0
6145	6144	1300	0.78	1.1414634146341462	1.5577	3.6819	0	6	0	0
16133	6139	770	0.15	0.2195121951219512	1.5577	3.6819	0	5	0	0
16108	6141	2950	0.08	0.096	1.1507	3.7967	0	5	1	0
6149	6148	1860	0.8	1.170731707317073	1.5577	3.6819	0	4	0	0
16075	6021	1650	0.11	0.20625	1.5554	3.829	0	6	0	0
7703	6148	1650	0.58	0.8487804878048779	1.5577	3.6819	0	6	0	0
7707	5947	860	0.1	0.1875	1.5554	3.829	0	6	0	0
7708	6149	1950	0.25	0.36585365853658536	1.5577	3.6819	0	6	0	0
6154	6153	770	0.34	0.4975609756097561	1.5577	3.6819	0	5	0	0
6156	6155	3490	0.49	0.48999999999999994	0.8397	5.3445	0	5	1	0
6157	5988	1860	0.41	0.6	1.5577	3.6819	0	6	0	0
6164	6158	2950	0.44	0.6439024390243903	1.5577	3.6819	0	3	0	0
16114	6158	1570	0.13	0.24375000000000002	1.5554	3.829	0	6	0	0
16113	6160	2950	0.06	0.072	1.1507	3.7967	0	5	1	0
6162	6161	770	0.27	0.3951219512195122	1.5577	3.6819	0	5	0	0
16119	6160	810	0.12	0.17560975609756097	1.5577	3.6819	0	6	0	0
5993	6157	1860	0.22	0.32195121951219513	1.5577	3.6819	0	6	0	0
6165	6164	2950	0.17	0.24878048780487805	1.5577	3.6819	0	3	0	0
6153	6165	770	0.16	0.23414634146341462	1.5577	3.6819	0	5	0	0
16135	6166	1860	0.05	0.06	1.1507	3.7967	0	5	0	0
16130	6167	770	0.15	0.28125	1.5554	3.829	0	6	0	0
6167	5985	770	0.15	0.28125	1.5554	3.829	0	6	0	0
6166	5993	1860	0.05	0.06	1.1507	3.7967	0	5	0	0
5920	6163	1860	0.23	0.276	1.1507	3.7967	0	5	0	0
5920	6165	2950	0.29	0.42439024390243896	1.5577	3.6819	0	3	0	0
5927	5920	1950	0.17	0.24878048780487805	1.5577	3.6819	0	3	0	0
10078	5991	1760	0.24	0.44999999999999996	1.5554	3.829	0	6	0	0
16102	5988	1760	0.13	0.24375000000000002	1.5554	3.829	0	6	0	0
16100	5986	1860	0.06	0.08780487804878048	1.5577	3.6819	0	6	0	0
5986	5991	1860	0.1	0.14634146341463414	1.5577	3.6819	0	6	0	0
16101	6143	2950	0.16	0.23414634146341462	1.5577	3.6819	0	3	0	0
16112	6143	1760	0.11	0.20625	1.5554	3.829	0	6	0	0
6147	6160	2950	0.07	0.08400000000000002	1.1507	3.7967	0	5	1	0
6144	5914	810	0.4	0.5853658536585366	1.5577	3.6819	0	6	0	0
6168	6137	4000	0.62	0.7153846153846154	0.8208	4.9382	0	1	1	0
6144	6169	1300	0.18	0.2634146341463414	1.5577	3.6819	0	6	0	0
6170	6169	2950	0.17	0.20400000000000001	1.1507	3.7967	0	5	1	0
5922	6170	1950	0.22	0.264	1.1507	3.7967	0	5	1	0
6171	6168	4000	0.02	0.023076923076923078	0.8208	4.9382	0	1	1	0
10079	6156	2950	0.01	0.012	1.1507	3.7967	0	5	1	0
6161	6154	770	0.03	0.04390243902439024	1.5577	3.6819	0	5	0	0
6139	6172	1650	0.41	0.6	1.5577	3.6819	0	6	0	0
16132	6172	810	0.09	0.1317073170731707	1.5577	3.6819	0	6	0	0
16118	6173	1650	0.15	0.2195121951219512	1.5577	3.6819	0	6	0	0
6155	6173	2950	0.07	0.08400000000000002	1.1507	3.7967	0	5	1	0
6173	6159	2950	0.06	0.072	1.1507	3.7967	0	5	1	0
6139	6162	770	0.13	0.1902439024390244	1.5577	3.6819	0	5	0	0
6175	6174	1950	0.34	0.4975609756097561	1.5577	3.6819	0	4	0	0
6175	6176	810	0.43	0.6292682926829268	1.5577	3.6819	0	6	0	0
7715	6177	1850	0.39	0.7312500000000001	1.5554	3.829	0	6	0	0
7714	6177	1850	0.31	0.58125	1.5554	3.829	0	6	0	0
7716	6179	2950	0.12	0.17560975609756097	1.5577	3.6819	0	3	0	0
7700	6019	2950	0.02	0.029268292682926828	1.5577	3.6819	0	3	0	0
16077	6178	910	0.22	0.32195121951219513	1.5577	3.6819	0	6	0	0
6141	6174	2950	0.07	0.08400000000000002	1.1507	3.7967	0	5	1	0
6176	6001	810	0.13	0.1902439024390244	1.5577	3.6819	0	6	0	0
6178	6181	1850	0.17	0.31875000000000003	1.5554	3.829	0	6	0	0
16070	5983	910	0.1	0.14634146341463414	1.5577	3.6819	0	6	0	0
6179	6005	1860	0.49927	0.7306390243902439	1.5577	3.6819	0	6	0	0
6179	5983	2950	0.43	0.6292682926829268	1.5577	3.6819	0	3	0	0
9940	6005	770	0.2	0.375	1.5554	3.829	0	6	0	0
6177	6182	910	0.26	0.3804878048780488	1.5577	3.6819	0	6	0	0
6177	5987	1850	0.39	0.7312500000000001	1.5554	3.829	0	6	0	0
6183	6175	1860	0.37	0.5414634146341463	1.5577	3.6819	0	4	0	0
6148	6183	1860	0.35	0.5121951219512194	1.5577	3.6819	0	4	0	0
6185	6184	1570	0.64	0.9365853658536585	1.5577	3.6819	0	5	0	0
9952	6187	1570	1.04	1.248	3.76	3.29	0	6	0	0
5924	6187	1570	0.86	1.032	3.76	3.29	0	6	0	0
6140	6145	1300	0.69	1.0097560975609754	1.5577	3.6819	0	6	0	0
6145	5924	1300	0.4	0.5853658536585366	1.5577	3.6819	0	6	0	0
6140	6187	810	0.17	0.24878048780487805	1.5577	3.6819	0	6	0	0
6146	6150	1650	0.28	0.40975609756097564	1.5577	3.6819	0	6	0	0
6184	6146	1570	0.24	0.35121951219512193	1.5577	3.6819	0	5	0	0
5926	5949	1450	0.38	0.38	0.8397	5.3445	0	6	0	0
9944	6185	1570	0.17	0.24878048780487805	1.5577	3.6819	0	5	0	0
6185	6152	1950	0.23	0.33658536585365856	1.5577	3.6819	0	6	0	0
6186	6151	910	0.16	0.23414634146341462	1.5577	3.6819	0	6	0	0
5949	6151	770	0.1	0.1875	1.5554	3.829	0	6	0	0
5949	6186	1570	0.16	0.23414634146341462	1.5577	3.6819	0	5	0	0
16046	6189	1860	0.22	0.32195121951219513	1.5577	3.6819	0	6	0	0
9945	6149	1860	0.23	0.33658536585365856	1.5577	3.6819	0	4	0	0
6188	6189	1950	0.69	1.0097560975609754	1.5577	3.6819	0	6	0	0
6149	6188	1950	0.26	0.3804878048780488	1.5577	3.6819	0	6	0	0
6189	6190	1850	0.19	0.35625	1.5554	3.829	0	6	0	0
16074	6027	1850	0.09	0.16874999999999998	1.5554	3.829	0	6	0	0
6027	6021	1850	0.07	0.13125	1.5554	3.829	0	6	0	0
6190	6191	1850	0.24	0.44999999999999996	1.5554	3.829	0	6	0	0
7713	5938	770	0.14	0.2625	1.5554	3.829	0	6	0	0
5947	5930	860	0.14	0.2625	1.5554	3.829	0	6	0	0
6002	6003	910	0.44	0.6439024390243903	1.5577	3.6819	0	6	0	0
5928	6002	910	0.07	0.10243902439024391	1.5577	3.6819	0	6	0	0
7730	6192	2790	0.02	0.0375	1.5554	3.829	0	6	0	0
15324	6205	2790	0.07	0.13125	1.5554	3.829	0	6	0	0
10241	6195	2140	0.383281	0.41812472727272726	1.2312	2.9971	0	6	0	0
8550	6197	1760	0.022634	0.042438750000000004	1.5554	3.829	0	6	0	0
8554	6200	4990	0.15	0.16363636363636364	1.0153	4.7948	0	6	1	0
15323	6205	2790	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
6207	6011	527	0.24	0.36923076923076925	1.3339	2.3725	0	8	1	0
5982	6004	2950	0.18	0.2634146341463414	1.5577	3.6819	0	3	0	0
6004	6207	527	0.15	0.23076923076923075	1.3339	2.3725	0	8	1	0
6210	6211	2950	0.029862	0.04370048780487805	1.5577	3.6819	0	3	0	0
6012	6206	2950	0.047285	0.06919756097560975	1.5577	3.6819	0	3	0	0
7721	6210	2950	0.033061	0.0483819512195122	1.5577	3.6819	0	3	0	0
6204	6209	860	0.02	0.0375	1.5554	3.829	0	6	0	0
6209	6208	860	0.02	0.0375	1.5554	3.829	0	6	0	0
10237	5940	1860	0.23466	0.3434048780487805	1.5577	3.6819	0	6	0	0
5940	6198	5880	0.03	0.04390243902439024	1.5577	3.6819	0	6	0	0
15329	6212	2790	0.06	0.11249999999999999	1.5554	3.829	0	6	0	0
8557	6200	2790	0.02	0.0375	1.5554	3.829	0	6	0	0
15179	6213	2790	0.08	0.15	1.5554	3.829	0	6	0	0
27291	27292	2950	0.11	0.16097560975609757	1.5577	3.6819	0	6	0	0
8556	6221	2790	0.21	0.39375	1.5554	3.829	0	6	0	0
6200	5997	2950	0.61	0.8926829268292682	1.5577	3.6819	0	6	1	0
6215	6222	3710	0.37	0.69375	1.5554	3.829	0	6	0	0
6222	5995	3710	0.05	0.09375	1.5554	3.829	0	6	0	0
6222	6214	2660	0.070009	0.131266875	1.5554	3.829	0	6	0	0
6213	6215	3710	0.19	0.35625	1.5554	3.829	0	6	0	0
6221	6213	2790	0.17	0.31875000000000003	1.5554	3.829	0	6	0	0
15138	6223	2790	0.06	0.11249999999999999	1.5554	3.829	0	6	0	0
7810	5327	2660	0.008871	0.016633125000000002	1.5554	3.829	0	6	0	0
27416	27294	2950	0.17	0.24878048780487805	1.5577	3.6819	0	6	0	0
7815	6220	2790	0.01	0.01875	1.5554	3.829	0	6	0	0
7813	5200	2790	0.14	0.2625	1.5554	3.829	0	6	0	0
6224	6227	1860	0.38	0.5560975609756097	1.5577	3.6819	0	6	1	0
15188	6225	1760	0.032029	0.06005437500000001	1.5554	3.829	0	6	0	0
7760	6227	2790	0.02	0.0375	1.5554	3.829	0	6	0	0
6228	6225	2790	0.13	0.24375000000000002	1.5554	3.829	0	6	0	0
6199	6197	2660	0.050856	0.095355	1.5554	3.829	0	6	0	0
6197	6217	1760	0.027004	0.0506325	1.5554	3.829	0	6	0	0
8927	6226	2660	0.053039	0.099448125	1.5554	3.829	0	6	0	0
6226	6224	1860	0.03	0.04390243902439024	1.5577	3.6819	0	6	1	0
6224	6203	2050	0.043871	0.050620384615384616	0.8208	4.9382	0	2	1	0
8945	6219	2790	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
6205	6228	2790	0.19	0.35625	1.5554	3.829	0	6	0	0
6227	7835	1860	0.94	1.3756097560975609	1.5577	3.6819	0	6	1	0
7834	5323	1860	0.01	0.014634146341463414	1.5577	3.6819	0	6	1	0
7729	6193	1850	0.2	0.375	1.5554	3.829	0	6	0	0
5934	6026	910	1.04	1.5219512195121951	1.5577	3.6819	0	6	0	0
5935	7729	860	1.5	2.8125	1.5554	3.829	0	6	0	0
9941	6196	1950	0.31	0.4536585365853658	1.5577	3.6819	0	6	0	0
6026	6020	910	0.07	0.10243902439024391	1.5577	3.6819	0	6	0	0
15321	6194	2790	0.22	0.4125	1.5554	3.829	0	6	0	0
8888	6230	860	0.34	0.6375000000000001	1.5554	3.829	0	6	0	0
5945	6233	860	0.03	0.056249999999999994	1.5554	3.829	0	6	0	0
6234	5325	2790	0.18	0.33749999999999997	1.5554	3.829	0	6	0	0
15333	6232	2790	0.04	0.075	1.5554	3.829	0	6	0	0
7830	5319	1760	0.01	0.01875	1.5554	3.829	0	6	0	0
8869	5325	2790	0.04	0.075	1.5554	3.829	0	6	0	0
5944	5945	770	0.21	0.39375	1.5554	3.829	0	6	0	0
6230	5944	860	0.14	0.2625	1.5554	3.829	0	6	0	0
6237	5324	2790	0.11	0.20625	1.5554	3.829	0	6	0	0
8880	5933	2810	0.1	0.14634146341463414	1.5577	3.6819	0	6	0	0
6233	6239	860	0.51	0.95625	1.5554	3.829	0	6	0	0
6239	6240	860	0.34	0.6375000000000001	1.5554	3.829	0	6	0	0
8897	6234	1760	0.05	0.09375	1.5554	3.829	0	6	0	0
15314	6237	860	0.07	0.13125	1.5554	3.829	0	6	0	0
15312	6234	2790	0.04	0.075	1.5554	3.829	0	6	0	0
5324	6241	2790	0.09	0.16874999999999998	1.5554	3.829	0	6	0	0
9933	5257	1760	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
6233	6242	1760	0.26	0.48750000000000004	1.5554	3.829	0	6	0	0
6238	6240	860	0.3	0.5625	1.5554	3.829	0	6	0	0
15303	6238	1760	0.01	0.01875	1.5554	3.829	0	6	0	0
5933	6236	2790	0.16	0.3	1.5554	3.829	0	6	0	0
8887	5256	860	0.22	0.4125	1.5554	3.829	0	6	0	0
6236	6237	2790	0.13	0.24375000000000002	1.5554	3.829	0	6	0	0
6237	5256	2660	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
5933	6243	2810	0.12	0.17560975609756097	1.5577	3.6819	0	6	0	0
16523	6244	910	0.27	0.3951219512195122	1.5577	3.6819	0	4	0	0
6247	6246	3490	0.71	0.852	1.1507	3.7967	0	4	0	0
7681	6251	770	0.78	1.4625000000000001	1.5554	3.829	0	4	0	0
6259	6252	3920	0.22	0.22	0.8397	5.3445	0	6	0	0
6252	6261	1860	0.78	1.1414634146341462	1.5577	3.6819	0	4	0	0
6262	5937	770	0.55	1.03125	1.5554	3.829	0	6	0	0
6263	6247	1570	1.73	2.076	3.76	3.29	0	6	0	0
6263	6267	1570	3.96	4.752	3.76	3.29	0	6	0	0
7679	6266	860	0.47	0.88125	1.5554	3.829	0	6	0	0
16035	6271	1760	0.013833	0.025936874999999998	1.5554	3.829	0	6	0	0
6272	6273	1760	0.35	0.65625	1.5554	3.829	0	6	0	0
5939	5929	1650	0.36	0.6749999999999999	1.5554	3.829	0	4	0	0
9948	6272	1760	0.526297	0.9868068750000001	1.5554	3.829	0	6	0	0
6273	5939	5880	0.26	0.26	0.8397	5.3445	0	6	0	0
7709	6275	910	0.18	0.216	1.1507	3.7967	0	5	0	0
6277	5948	1450	0.32	0.32	0.8397	5.3445	0	6	0	0
16038	6273	770	0.25	0.46875	1.5554	3.829	0	6	0	0
16039	6273	860	0.37	0.69375	1.5554	3.829	0	6	0	0
5948	6276	910	0.14	0.16800000000000004	1.1507	3.7967	0	5	0	0
6275	5939	1860	0.1	0.14634146341463414	1.5577	3.6819	0	6	0	0
6270	6266	860	0.18	0.33749999999999997	1.5554	3.829	0	6	0	0
16040	6277	860	0.12	0.22499999999999998	1.5554	3.829	0	6	0	0
5929	6262	1650	0.47	0.88125	1.5554	3.829	0	4	0	0
9947	6262	1650	0.22	0.4125	1.5554	3.829	0	4	0	0
6271	6268	1760	0.327097	0.613306875	1.5554	3.829	0	6	0	0
6279	6259	910	0.08292	0.12134634146341462	1.5577	3.6819	0	6	0	0
6259	6274	910	0.101683	0.14880439024390243	1.5577	3.6819	0	6	0	0
6269	6279	910	0.087902	0.1286370731707317	1.5577	3.6819	0	6	0	0
6263	6280	1570	0.76	0.912	3.76	3.29	0	6	0	0
6280	6269	910	1.16	1.6975609756097558	1.5577	3.6819	0	6	0	0
9950	6270	860	0.32	0.6	1.5554	3.829	0	6	0	0
6246	6280	1570	1.13	1.3559999999999999	3.76	3.29	0	6	0	0
8691	6252	1860	0.09	0.1317073170731707	1.5577	3.6819	0	4	0	0
